method,url_template,classification,verification,query_keys,parameter_expression,source,line,column
GET,/acct/bu.do?m=add,excluded_action_or_ambiguous,not_probed,m,t,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,302726
POST,/acct/bu.do?m=add,excluded_action_or_ambiguous,not_probed,m,n,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,313816
POST,/acct/role.do?m=addRoleRightRe,excluded_action_or_ambiguous,not_probed,m,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/7.c15730a1.chunk.js,1,68425
GET,/acct/role.do?m=addShareUserRe,excluded_action_or_ambiguous,not_probed,m,n,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/7.c15730a1.chunk.js,1,50237
POST,/auth/refresh,excluded_action_or_ambiguous,not_probed,,{refresh_token:a},https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,70814
POST,/basedata/initParams?m=updateCommonFunctions,excluded_action_or_ambiguous,not_probed,m,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,304824
POST,/basedata/initParams?m=updateUserSetting,excluded_action_or_ambiguous,not_probed,m,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,79231
UNKNOWN,/basedata/initParams?m=updateUserSetting,excluded_action_or_ambiguous,not_probed,m,{cashflowSimpleExchange:parent.SYSTEM.cashflowSimpleExchange},https://vip4-kj.kdzwy.com/js/dist/cashFlowSheet.js?ver=202609151511,1,13387
POST,/bs/assist.do?m=delete&type=voucherTempType,excluded_action_or_ambiguous,not_probed,"m,type",e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,263210
POST,/bs/assist.do?m=save,excluded_action_or_ambiguous,not_probed,m,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,263078
POST,/bs/assist.do?m=setUserSetting,excluded_action_or_ambiguous,not_probed,m,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,78669
POST,/bs/assist.do?m=update,excluded_action_or_ambiguous,not_probed,m,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,263143
POST,/bs/currency?m=delete&id={b},excluded_action_or_ambiguous,not_probed,"id,m",,https://vip4-kj.kdzwy.com/js/dist/currency.js?ver=202609151511,1,4947
POST,/bs/item?m=delete,excluded_action_or_ambiguous,not_probed,m,"{id:b.join(),itemClassId:p}",https://vip4-kj.kdzwy.com/js/dist/assisting-category.js?ver=202609151511,1,11390
POST,/bs/item?m=save&confirmed={a?1:0},excluded_action_or_ambiguous,not_probed,"confirmed,m",i,https://vip4-kj.kdzwy.com/js/dist/voucher.js?ver=202609151511,2,6686
POST,/bs/itemClass?m=delete&id={b},excluded_action_or_ambiguous,not_probed,"id,m",,https://vip4-kj.kdzwy.com/js/dist/settingAccounting.js?ver=202609151511,1,3073
POST,/bs/systemprofile?m=updateMenuGuideSystemProfile,excluded_action_or_ambiguous,not_probed,m,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1226720
POST,/bs/systemprofile?m=updateSystemParam,excluded_action_or_ambiguous,not_probed,m,b,https://vip4-kj.kdzwy.com/js/dist/parameter.js?ver=202609151511,1,9432
POST,/bs/systemprofile?m=updateSystemParam3,excluded_action_or_ambiguous,not_probed,m,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,78834
POST,/bs/voucherTemp?m=addNew,excluded_action_or_ambiguous,not_probed,m,b,https://vip4-kj.kdzwy.com/js/dist/voucher.js?ver=202609151511,1,12416
POST,/bs/voucherTemp?m=deleteById,excluded_action_or_ambiguous,not_probed,m,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,262914
POST,/bs/voucherTemp?m=updateVchTemp,excluded_action_or_ambiguous,not_probed,m,"{saveMoney:b.saveMoney,saveProject:b.saveProject,vchTempDate:JSON.stringify(b)}",https://vip4-kj.kdzwy.com/js/dist/voucher.js?ver=202609151511,1,11896
UNKNOWN,/gl/account?m=addNew,excluded_action_or_ambiguous,not_probed,m,,https://vip4-kj.kdzwy.com/js/dist/subject.js?ver=202609151511,1,15668
POST,/gl/account?m=deleteById,excluded_action_or_ambiguous,not_probed,m,{accountId:a},https://vip4-kj.kdzwy.com/js/dist/subjectList.js?ver=202609151511,1,6067
POST,/gl/account?m=deleteByIds,excluded_action_or_ambiguous,not_probed,m,"{accountIds:""[""+a.join("","")+""]""}",https://vip4-kj.kdzwy.com/js/dist/subjectList.js?ver=202609151511,1,6950
POST,"/gl/account?m={""add""==oper?""addNew"":""update""}{a?""&addConfirm=1"":""""}",excluded_action_or_ambiguous,not_probed,"addConfirm,m",{subjectData:JSON.stringify(b)},https://vip4-kj.kdzwy.com/js/dist/subject.js?ver=202609151511,1,15456
POST,/gl/balance/query?m=addInitBalance&classId={subjectType}&currency={currency},excluded_action_or_ambiguous,not_probed,"classId,currency,m",{jsondata:JSON.stringify(c)},https://vip4-kj.kdzwy.com/js/dist/initialBalance.js?ver=202609151511,1,19200
POST,/gl/balance/query?m=deleteInitItemBal,excluded_action_or_ambiguous,not_probed,m,d,https://vip4-kj.kdzwy.com/js/dist/initialBalance.js?ver=202609151511,1,15035
POST,/gl/generatecode?m=delete&id={b},excluded_action_or_ambiguous,not_probed,"id,m",,https://vip4-kj.kdzwy.com/js/dist/voucherWord.js?ver=202609151511,1,4884
GET,/gl/generatecode?m=findAll,excluded_action_or_ambiguous,verified_business_success,m,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,603911
UNKNOWN,/gl/generatecode?m=findByType,excluded_action_or_ambiguous,not_probed,m,,https://vip4-kj.kdzwy.com/js/dist/voucherWord.js?ver=202609151511,1,70
POST,/gl/generatecode?m=moveUpOrDown,excluded_action_or_ambiguous,not_probed,m,{ids:e.join()},https://vip4-kj.kdzwy.com/js/dist/voucherWord.js?ver=202609151511,1,5401
POST,"/gl/generatecode?m={""add""==a?""insert"":""update""}",excluded_action_or_ambiguous,not_probed,m,f,https://vip4-kj.kdzwy.com/js/dist/voucherWord.js?ver=202609151511,1,3538
POST,/gl/remark?m=add,excluded_action_or_ambiguous,not_probed,m,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,264156
POST,/gl/remark?m=delete,excluded_action_or_ambiguous,not_probed,m,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,264217
POST,/gl/remark?m=update,excluded_action_or_ambiguous,not_probed,m,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,264281
POST,/gl/voucher?m=addNew,excluded_action_or_ambiguous,not_probed,m,{vchData:JSON.stringify(e.vch)},https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,262490
POST,/gl/voucher?m=auditBatchVoucher,excluded_action_or_ambiguous,not_probed,m,"{ischecked:!1,voucherid:PAGE.vchID,no:vchWordCombo.getText()+""-""+$(""#vch_num"").val()}",https://vip4-kj.kdzwy.com/js/dist/voucherInit.js,1,30389
POST,/gl/voucher?m=delete,excluded_action_or_ambiguous,not_probed,m,{id:c},https://vip4-kj.kdzwy.com/js/dist/reimbursements.js,1,3534
POST,/gl/voucher?m=deleteById,excluded_action_or_ambiguous,not_probed,m,"{del:PAGE.vchID,no:vchWordCombo.getText()+""-""+$(""#vch_num"").val()}",https://vip4-kj.kdzwy.com/js/dist/voucherInit.js,1,23551
POST,/gl/voucher?m=update,excluded_action_or_ambiguous,not_probed,m,{vchData:JSON.stringify(e.vch)},https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,262395
POST,/initParam/guideParam/update,excluded_action_or_ambiguous,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1227630
POST,/jdy-fi-bd/{dbId}/v1/account/adjust/sub-acct-to-aux-acct,excluded_action_or_ambiguous,not_probed,,t,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/16.26fc42d7.chunk.js,1,1630
POST,/jdy-fi-migrate/{dbId}/v1/audit/export,excluded_action_or_ambiguous,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/116.2a4ad2c6.chunk.js,1,2691
POST,/jdy-fi-migrate/{dbId}/v1/audit/export/result?jobId={e},excluded_action_or_ambiguous,not_probed,jobId,,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/116.2a4ad2c6.chunk.js,1,3147
POST,/jdy-fi-rpt/{dbId}/botp/v1/voucher-generation/generate,excluded_action_or_ambiguous,not_probed,,f,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/30.fd554321.chunk.js,1,59770
POST,/jdy-fi-rpt/{dbId}/bx/v1/bill/sync,excluded_action_or_ambiguous,not_probed,,a,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/30.fd554321.chunk.js,1,26206
POST,/jdy-fi-rpt/{dbId}/scm/v1/bill/sync,excluded_action_or_ambiguous,not_probed,,a,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/30.fd554321.chunk.js,1,26754
POST,/jdy-fi-rpt/{dbId}/user/v1/acct-attachment/add,excluded_action_or_ambiguous,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,599346
DELETE,/jdy-fi-rpt/{dbId}/user/v1/acct-attachment/delete,excluded_action_or_ambiguous,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,599249
GET,/jdy-fi-rpt/{dbId}/user/v1/acct-attachment/update,excluded_action_or_ambiguous,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,599155
POST,/jdy-fi-rpt/{dbId}/v1/account/import,excluded_action_or_ambiguous,not_probed,,t,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/71.57953869.chunk.js,1,26988
POST,/jdy-fi-rpt/{dbId}/v1/att/attachment/generateReceiver,excluded_action_or_ambiguous,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,1193719
POST,/jdy-fi-rpt/{dbId}/v1/att/attachment/upload,excluded_action_or_ambiguous,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1195881
POST,/jdy-fi-rpt/{dbId}/v1/bank-statement/import,excluded_action_or_ambiguous,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1195330
POST,/jdy-fi-rpt/{dbId}/v1/bank-statement/import-check,excluded_action_or_ambiguous,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1195223
POST,/jdy-fi-rpt/{dbId}/v1/cash-flow/submitUpgradeJob,excluded_action_or_ambiguous,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,827255
POST,/jdy-fi-rpt/{dbId}/v1/common/report/copy,excluded_action_or_ambiguous,not_probed,,r,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/44.f0353c7e.chunk.js,1,52774
POST,/jdy-fi-rpt/{dbId}/v1/fa/card/import-check,excluded_action_or_ambiguous,not_probed,,o,https://vip4-kj.kdzwy.com/home/static/js/chunk-02224858.4517b705.js,1,17896
POST,/jdy-fi-rpt/{dbId}/v1/gl/finance-analyse/generate-pdf,excluded_action_or_ambiguous,not_probed,,t,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/29.262e5625.chunk.js,1,124190
POST,/jdy-fi-rpt/{dbId}/v1/gl/finance-analyse/generate-url,excluded_action_or_ambiguous,not_probed,,t,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/29.262e5625.chunk.js,1,126727
POST,/jdy-fi-rpt/{dbId}/v1/gl/finance-analyse/upload,excluded_action_or_ambiguous,not_probed,,n,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/29.262e5625.chunk.js,1,39011
POST,/jdy-fi-rpt/{dbId}/v1/invoice/upload,excluded_action_or_ambiguous,not_probed,,a,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,2495285
POST,/jdy-fi-rpt/{dbId}/v1/item/scm/balance/sync,excluded_action_or_ambiguous,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/22.31ba7e7e.chunk.js,1,16095
POST,/jdy-fi-rpt/{dbId}/v1/item/scm/information/sync,excluded_action_or_ambiguous,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/28.ddec54f9.chunk.js,1,2993
POST,/jdy-fi-rpt/{dbId}/v1/journal/bank-import/assign-account-import,excluded_action_or_ambiguous,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,84417
POST,/jdy-fi-rpt/{dbId}/v1/journal/bank-import/config-import-excel,excluded_action_or_ambiguous,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,84309
POST,/jdy-fi-rpt/{dbId}/v1/journal/bank-import/continue-import,excluded_action_or_ambiguous,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,84527
POST,/jdy-fi-rpt/{dbId}/v1/journal/bank-import/ignore-record,excluded_action_or_ambiguous,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,84207
GET,/jdy-fi-rpt/{dbId}/v1/journal/bank-import/record-list,excluded_action_or_ambiguous,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,84108
POST,/jdy-fi-rpt/{dbId}/v1/journal/import,excluded_action_or_ambiguous,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1194945
POST,/jdy-fi-rpt/{dbId}/v1/journal/import-check,excluded_action_or_ambiguous,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1194845
POST,/jdy-fi-rpt/{dbId}/v1/journal/importBankBill,excluded_action_or_ambiguous,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1197448
POST,/jdy-fi-rpt/{dbId}/v1/journal/importExcelBankBill,excluded_action_or_ambiguous,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1199961
POST,/jdy-fi-rpt/{dbId}/v1/journal/uploadReceipt,excluded_action_or_ambiguous,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1197546
POST,/jdy-fi-rpt/{dbId}/v1/journal/uploadReceiptBatch,excluded_action_or_ambiguous,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1197643
GET,/jdy-fi-rpt/{dbId}/v1/pay/importRecordList,excluded_action_or_ambiguous,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,951678
POST,/jdy-fi-rpt/{dbId}/v1/report/recalculate,excluded_action_or_ambiguous,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,83944
POST,/jdy-fi-rpt/{dbId}/v1/tax-report/copy,excluded_action_or_ambiguous,not_probed,,n,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/43.c48ed256.chunk.js,1,76645
POST,/jdy-fi-rpt/{dbId}/v1/voucher/query-import-result,excluded_action_or_ambiguous,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/27.e640e1d4.chunk.js,1,16100
POST,/jdy-fi-tp/{dbId}/ca/v1/uk/{e.bankName}/add-record,excluded_action_or_ambiguous,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1198032
GET,/jdy-fi-tp/{dbId}/ca/v1/uk/{e.bankName}/addAcctName,excluded_action_or_ambiguous,not_probed,,,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1198382
POST,/jdy-fi-tp/{dbId}/gl/v1/finance-analyse/recalculate/result?{Object(Y.z)(e)},excluded_action_or_ambiguous,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/29.262e5625.chunk.js,1,24315
POST,/jdy-fi-tp/{dbId}/gl/v1/finance-analyse/recalculate/save?period={e.period}&periodType={e.periodType},excluded_action_or_ambiguous,not_probed,"period,periodType",e.data,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/29.262e5625.chunk.js,1,24625
POST,/jdy-fi-tp/{dbId}/gl/v1/finance-analyse/recalculate?{Object(Y.z)(e)},excluded_action_or_ambiguous,not_probed,,t,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/29.262e5625.chunk.js,1,24194
POST,/jdy-fi-tp/{dbId}/gl/v1/goods-rule/create-item-account,excluded_action_or_ambiguous,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/3.e78dde9a.chunk.js,1,7217
POST,/jdy-fi-tp/{dbId}/gl/v1/period-end/close,excluded_action_or_ambiguous,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/3.e78dde9a.chunk.js,1,4295
POST,/jdy-fi-tp/{dbId}/vat/v1/invoice/goodsrule/create,excluded_action_or_ambiguous,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,348897
POST,/jdy-fi/{dbId}/att/v1/file/batch-audit,excluded_action_or_ambiguous,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,1192568
PUT,/jdy-fi/{dbId}/att/v1/file/batch-update,excluded_action_or_ambiguous,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,1191498
POST,/jdy-fi/{dbId}/att/v1/file/bind-vch,excluded_action_or_ambiguous,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,615412
POST,/jdy-fi/{dbId}/att/v1/file/bind-vch-and-inv,excluded_action_or_ambiguous,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,615493
POST,/jdy-fi/{dbId}/att/v1/gen-voucher,excluded_action_or_ambiguous,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,1193071
PUT,/jdy-fi/{dbId}/botp/v1/voucher-rule/{a.id}/set-default,excluded_action_or_ambiguous,not_probed,,a,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/48.ba6c71e4.chunk.js,1,33216
POST,/jdy-fi/{dbId}/bs/user/v1/acct-employee-update,excluded_action_or_ambiguous,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,561141
PUT,/jdy-fi/{dbId}/bs/v1/account/async/set-item,excluded_action_or_ambiguous,not_probed,,t,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/16.26fc42d7.chunk.js,1,1190
POST,/jdy-fi/{dbId}/bs/v1/account/cashflow/copy,excluded_action_or_ambiguous,not_probed,,n,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/81.20cf12f7.chunk.js,1,26698
GET,/jdy-fi/{dbId}/bs/v1/account/cashflow/reset,excluded_action_or_ambiguous,not_probed,,t,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/81.20cf12f7.chunk.js,1,28357
GET,/jdy-fi/{dbId}/bs/v1/account/cashflow/sync,excluded_action_or_ambiguous,not_probed,,t,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/81.20cf12f7.chunk.js,1,24236
POST,/jdy-fi/{dbId}/bs/v1/account/cashflow/update,excluded_action_or_ambiguous,not_probed,,a,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/81.20cf12f7.chunk.js,1,21406
PUT,/jdy-fi/{dbId}/bs/v1/account/disable,excluded_action_or_ambiguous,not_probed,,t,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/16.26fc42d7.chunk.js,1,951
PUT,/jdy-fi/{dbId}/bs/v1/account/enable,excluded_action_or_ambiguous,not_probed,,t,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/16.26fc42d7.chunk.js,1,871
PUT,/jdy-fi/{dbId}/bs/v1/account/set-item,excluded_action_or_ambiguous,not_probed,,t,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/16.26fc42d7.chunk.js,1,1108
POST,/jdy-fi/{dbId}/bs/v1/dept-update,excluded_action_or_ambiguous,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,946513
POST,/jdy-fi/{dbId}/bs/v1/employee-update,excluded_action_or_ambiguous,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,947156
POST,/jdy-fi/{dbId}/bs/v1/social-update,excluded_action_or_ambiguous,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,947623
GET,/jdy-fi/{dbId}/bx/v1/bill/generate-url/{a.id},excluded_action_or_ambiguous,not_probed,,a,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/106.1026ea6c.chunk.js,1,9258
GET,/jdy-fi/{dbId}/bx/v1/bill/generate-url/{e.id},excluded_action_or_ambiguous,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,82013
POST,/jdy-fi/{dbId}/ca/v1/bank-receipt/saveBankReceiptBill,excluded_action_or_ambiguous,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,84733
POST,/jdy-fi/{dbId}/ca/v1/bank-receipt/updateSignZWYAIStatus,excluded_action_or_ambiguous,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1197046
POST,/jdy-fi/{dbId}/ca/v1/bank-statement/auto-match,excluded_action_or_ambiguous,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1192438
GET,/jdy-fi/{dbId}/ca/v1/bank-statement/balance-adjust,excluded_action_or_ambiguous,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1193457
POST,/jdy-fi/{dbId}/ca/v1/bank-statement/cancel-match,excluded_action_or_ambiguous,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1193007
POST,/jdy-fi/{dbId}/ca/v1/business-rule-add,excluded_action_or_ambiguous,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,747316
POST,/jdy-fi/{dbId}/ca/v1/cashier-account/bind,excluded_action_or_ambiguous,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1195697
POST,/jdy-fi/{dbId}/ca/v1/cashier-account/unbind,excluded_action_or_ambiguous,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1195788
POST,/jdy-fi/{dbId}/ca/v1/cashier-close,excluded_action_or_ambiguous,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1191245
POST,/jdy-fi/{dbId}/ca/v1/ebx-bind/gen-cashier-voucher,excluded_action_or_ambiguous,not_probed,,n,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/53.ed1fd509.chunk.js,1,15441
GET,/jdy-fi/{dbId}/ca/v1/ebx-bind/service-info,excluded_action_or_ambiguous,not_probed,,{},https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,1241426
GET,/jdy-fi/{dbId}/ca/v1/ebx-bind/settigs-info,excluded_action_or_ambiguous,not_probed,,a,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/41.58270431.chunk.js,1,34969
POST,/jdy-fi/{dbId}/ca/v1/ebx-bind/update-offset-account,excluded_action_or_ambiguous,not_probed,,n,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/53.ed1fd509.chunk.js,1,16578
POST,/jdy-fi/{dbId}/ca/v1/journal/batch-gen-voucher,excluded_action_or_ambiguous,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1190220
POST,/jdy-fi/{dbId}/ca/v1/journal/bind-business-rule,excluded_action_or_ambiguous,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1198926
POST,/jdy-fi/{dbId}/ca/v1/journal/business/type/add,excluded_action_or_ambiguous,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,747762
DELETE,/jdy-fi/{dbId}/ca/v1/journal/business/type/delete,excluded_action_or_ambiguous,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,747570
POST,/jdy-fi/{dbId}/ca/v1/journal/business/type/update,excluded_action_or_ambiguous,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,747667
POST,/jdy-fi/{dbId}/ca/v1/journal/delete-stage-voucher,excluded_action_or_ambiguous,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1190033
POST,/jdy-fi/{dbId}/ca/v1/journal/gen-voucher,excluded_action_or_ambiguous,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1190131
POST,/jdy-fi/{dbId}/ca/v1/journal/import-alipay,excluded_action_or_ambiguous,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1216756
POST,/jdy-fi/{dbId}/ca/v1/journal/unbind,excluded_action_or_ambiguous,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1196077
POST,/jdy-fi/{dbId}/ca/v1/journal/unbindSignFile,excluded_action_or_ambiguous,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1199684
POST,/jdy-fi/{dbId}/ca/v1/yqy/submitBankAccount,excluded_action_or_ambiguous,not_probed,,i,https://vip4-kj.kdzwy.com/home/static/js/chunk-26cc668c.aa7b01ec.js,1,5862
POST,/jdy-fi/{dbId}/ca/v1/yqy/submitCode,excluded_action_or_ambiguous,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1199876
POST,/jdy-fi/{dbId}/fa/v1/card/copy,excluded_action_or_ambiguous,not_probed,,t,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/12.79f7d856.chunk.js,1,11652
