method,url_template,classification,verification,query_keys,parameter_expression,source,line,column
GET,/jdy-fi/{dbId}/rpt/v1/pivot-table/template,read_candidate,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/9.3a029b51.chunk.js,1,9186
GET,/jdy-fi/{dbId}/rpt/v1/pivot-table/template/preview,read_candidate,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/9.3a029b51.chunk.js,1,9594
GET,/jdy-fi/{dbId}/rpt/v1/pivot-table/template/type,read_candidate,not_probed,,,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/9.3a029b51.chunk.js,1,9688
GET,/jdy-fi/{dbId}/rpt/v1/profit,read_candidate,verified_business_success,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/35.aef491bf.chunk.js,1,14157
GET,/jdy-fi/{dbId}/rpt/v1/profit/formula,read_candidate,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/31.9fd53a13.chunk.js,1,45374
GET,/jdy-fi/{dbId}/rpt/v1/profit/formulaNGO,read_candidate,not_probed,,r,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/31.9fd53a13.chunk.js,1,43446
GET,/jdy-fi/{dbId}/rpt/v1/profit/item,read_candidate,not_probed,,i,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/35.aef491bf.chunk.js,1,63137
GET,/jdy-fi/{dbId}/rpt/v1/profitNGO,read_candidate,not_probed,,l,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/35.aef491bf.chunk.js,1,13415
GET,/jdy-fi/{dbId}/scm/v1/basic-data/department/list,read_candidate,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,22610
GET,/jdy-fi/{dbId}/scm/v1/bill/from-voucher/{e.id},read_candidate,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,22947
GET,/jdy-fi/{dbId}/scm/v1/bill/is-exist,read_candidate,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,22122
GET,/jdy-fi/{dbId}/scm/v1/default-account,read_candidate,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,22202
GET,/jdy-fi/{dbId}/scm/v1/default-account/by-category/{e.accountSourceType},read_candidate,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,22366
GET,/jdy-fi/{dbId}/scm/v1/default-account/by-detail/{e.accountSourceType},read_candidate,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,22489
GET,/jdy-fi/{dbId}/scm/v1/voucher-generation/settings,read_candidate,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/30.fd554321.chunk.js,1,12497
GET,/jdy-fi/{dbId}/spread/v1/es,read_candidate,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1225562
GET,/jdy-fi/{dbId}/spread/v1/es-url,read_candidate,not_probed,,"{module:""MILLSUN"",tab:""problems""}",https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1225142
GET,/jdy-fi/{dbId}/stock/v1/bill/arrange,read_candidate,not_probed,,"Object(o.a)({odo:!1},e)",https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/37.8faf31ca.chunk.js,1,50301
GET,/jdy-fi/{dbId}/stock/v1/bill/getCode,read_candidate,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/39.1815d2e5.chunk.js,1,2183
GET,/jdy-fi/{dbId}/stock/v1/bill/queryDetail,read_candidate,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/39.1815d2e5.chunk.js,1,2264
GET,/jdy-fi/{dbId}/stock/v1/query,read_candidate,not_probed,,,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,83644
GET,/jdy-fi/{dbId}/sys/v1/backup/auth/phone,read_candidate,not_probed,,,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,82431
GET,/jdy-fi/{dbId}/sys/v1/backup/list,read_candidate,not_probed,,,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,81570
GET,/jdy-fi/{dbId}/sys/v1/backup/state,read_candidate,not_probed,,,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,81721
GET,/jdy-fi/{dbId}/sys/v1/fiscal/switch/state,read_candidate,not_probed,,,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/117.5f89fbb8.chunk.js,1,1014
GET,/jdy-fi/{dbId}/sys/v1/init/reinitialize/state,read_candidate,not_probed,,,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,77528
GET,/jdy-fi/{dbId}/user/v1/acct,read_candidate,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,560804
GET,/jdy-fi/{dbId}/user/v1/acct-findById,read_candidate,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,598910
GET,/jdy-fi/{dbId}/user/v1/acct/role,read_candidate,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/7.c15730a1.chunk.js,1,12676
GET,/jdy-fi/{dbId}/user/v1/acct/role-authListRe,read_candidate,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/7.c15730a1.chunk.js,1,12753
GET,/jdy-fi/{dbId}/user/v1/acct/roleRight,read_candidate,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/7.c15730a1.chunk.js,1,12841
GET,/jdy-fi/{dbId}/v1/order/vap/details,read_candidate,not_probed,,t,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,74575
GET,/jdy-fi/{dbId}/vap/condition,read_candidate,not_probed,,,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,542367
GET,/jdy-fi/{dbId}/vap/price,read_candidate,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,543060
GET,/jdy-fi/{dbId}/vat/v1/invoice,read_candidate,not_probed,,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1221482
GET,/jdy-fi/{dbId}/vat/v1/invoice/collect-record,read_candidate,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,545458
GET,/jdy-fi/{dbId}/vat/v1/invoice/collect-record-detail,read_candidate,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,545548
GET,/jdy-fi/{dbId}/vat/v1/invoice/collect-status,read_candidate,not_probed,,,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,542879
GET,/jdy-fi/{dbId}/vat/v1/invoice/electr-ent/collect/state,read_candidate,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,543408
GET,/jdy-fi/{dbId}/vat/v1/invoice/goodsrule/acct/list,read_candidate,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,348225
GET,/jdy-fi/{dbId}/vat/v1/invoice/goodsrule/params,read_candidate,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,348042
GET,/jdy-fi/{dbId}/vat/v1/invoice/newest-collect-record,read_candidate,not_probed,,,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,545363
GET,/jdy-fi/{dbId}/vat/v1/invoice/search-title,read_candidate,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,543709
GET,/jdy-fi/{dbId}/vat/v1/invoice/zyw/collect-state,read_candidate,verified_business_success,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,2417132
GET,/jdy-fi/{dbId}/vat/v1/invoice/zyw/task-info,read_candidate,not_probed,,t,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,2425355
GET,/jdy-fi/{dbId}/vat/v1/order/activateCode,read_candidate,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,542021
GET,/jdy-fi/{dbId}/vat/v1/order/binding/{e},read_candidate,not_probed,,,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,542279
GET,/jdy-fi/{dbId}/vat/v1/order/info/,read_candidate,verified_business_success,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,542517
GET,/jdy-fi/{dbId}/vat/v1/order/info/{e},read_candidate,not_probed,,,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,542596
GET,/jdy-fi/{dbId}/vat/v1/order/info/{e}?electrEnt=true,read_candidate,not_probed,electrEnt,,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,542683
GET,/jdy-fi/{dbId}/vat/v1/order/tax-auth/{e},read_candidate,not_probed,,,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,542189
GET,/jdy-fi/{dbId}/vat/v1/order/tax-untie/{e},read_candidate,not_probed,,,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,542788
GET,/jdy-fi/{dbId}/vat/v1/order/vap/list,read_candidate,not_probed,,,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,542437
GET,/jdy-fi/{dbId}/vat/v1/order/zwy/tax-auth-status,read_candidate,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,83286
GET,/jdy-fi/{dbId}/vat/v1/order/zwy/tax-auth-status-new,read_candidate,verified_business_success,,,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,83378
GET,/jdy-fi/{dbId}/vat/v1/piaozone/user/list,read_candidate,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,543508
GET,/jdy-fi/{dbId}/vat/v1/piaozone/user/{e.account}/offline-check,read_candidate,not_probed,,,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,543594
GET,/jdy-fi/{dbId}/vat/v1/tax-burden,read_candidate,verified_business_success,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,541549
GET,/jdy-fi/{dbId}/vat/v1/tax-burden-cal,read_candidate,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,541703
GET,/jdy-fi/{dbId}/vat/v1/tax-burden-trend,read_candidate,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,541868
GET,/jdy-fi/{dbId}/vat/v1/voucher-temp,read_candidate,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,540205
GET,/jdy-fi/{dbId}/vat/v1/voucher-temp-bsItems,read_candidate,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,540998
GET,/jdy-fi/{dbId}/vat/v1/voucher-temp-def-list,read_candidate,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,262585
GET,/jdy-fi/{dbId}/vat/v1/voucher-temp-simple,read_candidate,verified_business_success,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,540284
GET,/jdy-fi/{dbId}/vat/v1/voucher-temp-simple-for-attach,read_candidate,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,1193991
GET,/jdy-fi/{dbId}/vat/v1/voucher-temp/get-type/{e.id},read_candidate,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,540810
GET,/jdy-fi/{dbId}/vat/v1/voucher-temp/{e.id},read_candidate,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,747223
GET,/jdy-fi/{dbId}/vat/v1/zwy/order/tax-url,read_candidate,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,83473
GET,/jdy-spi/v1/notice/{e.groupCode}/{e.userId},read_candidate,not_probed,,,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1226542
GET,/mock/379/jdy-front-mock/page/tree,read_candidate,not_probed,,r,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/24.66cd9d93.chunk.js,1,52158
GET,/mock/379/jdy-front-mock/table1,read_candidate,not_probed,,r,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/24.66cd9d93.chunk.js,1,38509
GET,/noteprint/noteprinttemp?m=findByType,read_candidate,not_probed,m,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1216291
GET,/ntboards/query?m=QueryVideoListApi,read_candidate,not_probed,m,t,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,78176
GET,/ntboards/query?m=chart,read_candidate,not_probed,m,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1218007
GET,/ntboards/query?m=newThirdBoardForKJ3,read_candidate,not_probed,m,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1217758
GET,/ntboards/query?m=top,read_candidate,not_probed,m,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1218069
GET,/osClient/cos/credential,read_candidate,not_probed,,,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,81102
GET,/pay/employee.do?m=getEmpSign,read_candidate,verified_business_success,m,,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,1726172
GET,/pay/employeeItemExport.do?m=export,read_candidate,not_probed,m,THISPAGE.conditions,https://vip4-kj.kdzwy.com/js/dist/pay/employee.js,1,3916
GET,/pay/salaryKind.do?m=list,read_candidate,verified_business_success,m,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,950226
GET,/report/report,read_candidate,not_probed,,"Object(a.a)({m:""getIndexValue"",reporttype:""index""},e)",https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,304201
GET,/report/report?m=exportUDReportMoreYear,read_candidate,not_probed,m,f,https://vip4-kj.kdzwy.com/js/dist/parameter.js?ver=202609151511,1,6385
GET,/report/report?m=getAcctReportItem,read_candidate,not_probed,m,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,305069
GET,/report/report?m=getDataForNewPage,read_candidate,not_probed,m,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,304303
GET,/report/report?m=getReportItem&reporttype=index,read_candidate,not_probed,"m,reporttype",,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,304913
GET,/report/report?m=getUDReportValue,read_candidate,not_probed,m,d,https://vip4-kj.kdzwy.com/js/dist/parameter.js?ver=202609151511,1,5457
GET,/report/reportview?m=findUDReport,read_candidate,not_probed,m,,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,73883
GET,/scm/scmApi?m=getScmVoucher&dbid={e.dbid}&vchId={e.vchId},read_candidate,not_probed,"dbid,m,vchId",,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,261983
GET,/third/acct/result?dbId={t},read_candidate,not_probed,dbId,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,1445664
GET,/vip-spi/api/tags/content,read_candidate,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,304373
GET,/vip-spi/api/tags/recommend-content,read_candidate,not_probed,,e,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,304672
GET,"/vip-spi/knowledgeapi/product/{Object(y.t)()?""99"":""15""}/search?domain={Object(y.t)()?""KUAIJI2"":""jdyv3jdy001""}&module={t.module}&bizentity={t.bizentity}&label=CJWT&restrictIn=domain,module,bizentity,label&page=1&pageSize=5&sort=-views",read_candidate,not_probed,"""99"":""15""}/search?domain,bizentity,label,module,page,pageSize,restrictIn,sort",{},https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,3076465
GET,/zwytax/declare?m=queryTaxCalculationUrl,read_candidate,not_probed,m,e,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1224272
GET,"https://dw.jdy.com/push/v1/msg/ykj/{c.a.get(""group"")}/{e.positionId}/{u()}/{function(){var e;return i.b.getState().app.systemInitData.UserId||(null===(e=win}",read_candidate,not_probed,,{},https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,305211
GET,"https://dw.jdy.com/push/v1/msg/ykj/{p.a.get(""group"")}/{t.positionId}/{j()}/{O()}",read_candidate,not_probed,,,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,75398
GET,"https://knowledge.kingdee.com/product/15/search?types=LearningCourse&domain=001&module=cpjls&bizentity=zdybb&label=SCYY&types=LearningCourse&restrictIn=domain,module,bizentity,label,types",read_candidate,not_probed,"bizentity,domain,label,module,restrictIn,types",{},https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/33.656a401f.chunk.js,1,30779
GET,"https://knowledge.kingdee.com/product/15/search?types=LearningCourse&domain=001&module=cpjls&bizentity=znqp&label=SCYY&types=LearningCourse&restrictIn=domain,module,bizentity,label,types",read_candidate,not_probed,"bizentity,domain,label,module,restrictIn,types",{},https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/52.abd6ef46.chunk.js,1,15418
GET,https://ptapi.jdy.com/wps/getPrePayStatus?billno={billno.billno},read_candidate,not_probed,billno,,https://vip4-kj.kdzwy.com/js/common/common.js?ver=202609151511,5632,18
GET,https://ptapi.jdy.com/wps/getPrePayStatus?billno={n.billno},read_candidate,not_probed,billno,,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,482063
GET,https://ptapi.jdy.com/wps/getPrePayStatus?billno={t.billno},read_candidate,not_probed,billno,,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,312178
GET,https://ptapi.jdy.com/wps/getProtocolStatus,read_candidate,not_probed,,,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,1950395
GET,https://ptapi.jdy.com/wps/getUserServiceForWps?userId={Da.id}&suiteId=,read_candidate,not_probed,userId,,https://vip4-kj.kdzwy.com/js/dist/authorityInside.js?ver=202609151511,1,26567
GET,https://ptapi.jdy.com/wps/getUserServiceForWps?userId={c.userId}&suiteId=,read_candidate,not_probed,userId,,https://vip4-kj.kdzwy.com/js/dist/authorityInside.js?ver=202609151511,2,7767
GET,https://service.jdy.com/mvc/myaccount/getSerialNumInfo,read_candidate,not_probed,,{serviceId:e.systemData.companyCoid},https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,1983424
GET,https://service.jdy.com/mvc/serviceList/checkTrialCreateNum,read_candidate,not_probed,,"{trialProduct:""YKJ""}",https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,1977609
GET,https://sso.jdy.com/kingdee/club.do,read_candidate,not_probed,,"{'act': 'getAuthCode', 'parseResponse': 'testss'}",https://vip4-kj.kdzwy.com/js/common/common.js?ver=202609151511,5315,10
POST,/acct/bu.do?m=remainCount,unknown_or_write,not_probed,m,,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,313632
POST,/acct/role.do?m=authToUserRe,unknown_or_write,not_probed,m,t,https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/7.c15730a1.chunk.js,1,29636
POST,/auth/exchangeToken,unknown_or_write,not_probed,,"{authCode:p.a.get(""authCode"")}",https://static.kdzwy.com/saas/vip1/accounting/static_production_20260915152836/js/main.606e9379.chunk.js,1,70498
UNKNOWN,"/baoxiao/bx-bill-detail?id={e.srcId}&billType={M[""type_""+e.billType]||""""}",unknown_or_write,not_probed,"billType,id",,https://vip4-kj.kdzwy.com/home/static/js/chunk-26cc668c.aa7b01ec.js,1,331543
UNKNOWN,/basedata/initParams?m=kjSchoolQAndA&type={encodeURIComponent((frameElement||{}).tabName || SYSTEM.tabName)},unknown_or_write,not_probed,"m,type",,https://vip4-kj.kdzwy.com/js/common/common.js?ver=202609151511,1818,36
UNKNOWN,/basedata/initParams?m=kjSchoolQAndA&type={encodeURIComponent(e)},unknown_or_write,not_probed,"m,type",,https://vip4-kj.kdzwy.com/home/static/js/chunk-6aaa3391.8816d365.js,1,20669
UNKNOWN,/books/general-ledger.jsp?reportType=balance&reportitem={b}&fromPeriod={filterConditions.period}&toPeriod={filterConditions.period},unknown_or_write,not_probed,"fromPeriod,reportType,reportitem,toPeriod",,https://vip4-kj.kdzwy.com/js/dist/balanceSheet.js?ver=202609151511,1,9867
UNKNOWN,/books/general-ledger.jsp?reportType=profit&reportitem={b}&fromPeriod={d}&toPeriod={e}&type={filterConditions.type},unknown_or_write,not_probed,"fromPeriod,reportType,reportitem,toPeriod,type",,https://vip4-kj.kdzwy.com/js/dist/profitSheet.js?ver=202609151511,1,9635
UNKNOWN,/books/general-ledger?reportType=balance&reportitem={b}&fromPeriod={filterConditions.period}&toPeriod={filterConditions.period},unknown_or_write,not_probed,"fromPeriod,reportType,reportitem,toPeriod",,https://vip4-kj.kdzwy.com/js/dist/balanceSheet.js?ver=202609151511,1,9679
UNKNOWN,/books/general-ledger?reportType=profit&reportitem={b}&fromPeriod={d}&toPeriod={e}&type={filterConditions.type},unknown_or_write,not_probed,"fromPeriod,reportType,reportitem,toPeriod,type",,https://vip4-kj.kdzwy.com/js/dist/profitSheet.js?ver=202609151511,1,9454
UNKNOWN,/bs/assist.do?m=getUserSetting,unknown_or_write,not_probed,m,"{'key': opts.pageId, 'saveUser': 1}",https://vip4-kj.kdzwy.com/js/common/common.js?ver=202609151511,614,10
UNKNOWN,/bs/currency?m=findAll,unknown_or_write,not_probed,m,,https://vip4-kj.kdzwy.com/js/dist/currency.js?ver=202609151511,1,74
UNKNOWN,/bs/item?m=findItem&isProfitAndLoss=2&itemClassId={z.itemClassId},unknown_or_write,not_probed,"isProfitAndLoss,itemClassId,m",,https://vip4-kj.kdzwy.com/js/dist/itemProfitSheet.js?ver=202609151511,1,6637
UNKNOWN,/bs/item?m=findItem&itemClassId={b},unknown_or_write,not_probed,"itemClassId,m",,https://vip4-kj.kdzwy.com/js/dist/assisting-category.js?ver=202609151511,1,4858
UNKNOWN,/bs/itemClass?m=findUserDefine,unknown_or_write,not_probed,m,,https://vip4-kj.kdzwy.com/js/dist/itemProfitSheet.js?ver=202609151511,1,6838
POST,"/bs/itemClass?m={""add""==b?""save"":""update""}",unknown_or_write,not_probed,m,f,https://vip4-kj.kdzwy.com/js/dist/settingAccounting.js?ver=202609151511,1,2506
POST,/bs/systemprofile?m=downGY,unknown_or_write,not_probed,m,{},https://vip4-kj.kdzwy.com/js/dist/voucherScm.js?ver=202609151511,1,16152
UNKNOWN,/bs/systemprofile?m=querySyncLog,unknown_or_write,not_probed,m,,https://vip4-kj.kdzwy.com/js/dist/guanYiLog.js?ver=202609151511,1,2128
POST,/bs/systemprofile?m=upgradeReport,unknown_or_write,not_probed,m,"{dbtype:a(""#system-sel"").val()}",https://vip4-kj.kdzwy.com/js/dist/parameter.js?ver=202609151511,1,4145
UNKNOWN,/bs/voucherTemp?m=findVchTempList,unknown_or_write,not_probed,m,,https://vip4-kj.kdzwy.com/js/dist/templateList.js?ver=202609151511,1,46
POST,/clear/clearandbackup?userName={e.userName}&dbid={e.dbid},unknown_or_write,not_probed,"dbid,userName",,https://vip4-kj.kdzwy.com/home/static/js/app.0833bc2f.js,1,1224352
POST,/gl/account?m=isUsed&number={a},unknown_or_write,not_probed,"m,number",,https://vip4-kj.kdzwy.com/js/dist/subject.js?ver=202609151511,1,8723
UNKNOWN,/gl/account?m=queryAccount&classId=1,unknown_or_write,not_probed,"classId,m",,https://vip4-kj.kdzwy.com/js/dist/subjectList.js?ver=202609151511,1,3019
UNKNOWN,/gl/account?m=queryAccount&classId={a},unknown_or_write,not_probed,"classId,m",,https://vip4-kj.kdzwy.com/js/dist/subjectList.js?ver=202609151511,1,8110
UNKNOWN,/gl/account?m=queryAccount&classId={b}&isDelete={o},unknown_or_write,not_probed,"classId,isDelete,m",,https://vip4-kj.kdzwy.com/js/dist/subjectTree.js?ver=202609151511,1,35
UNKNOWN,/gl/account?m=queryAccount&classId={subjectType},unknown_or_write,not_probed,"classId,m",,https://vip4-kj.kdzwy.com/js/dist/subjectList.js?ver=202609151511,1,9593
POST,/gl/account?m=upgradeCashAccount,unknown_or_write,not_probed,m,,https://vip4-kj.kdzwy.com/js/dist/cashFlowStdSheet.js?ver=202609151511,1,7229
UNKNOWN,/gl/balance/query?m=checkBalance,unknown_or_write,not_probed,m,,https://vip4-kj.kdzwy.com/js/dist/initialBalance.js?ver=202609151511,1,15757
UNKNOWN,/gl/balance/query?m=queryBalance&classId={subjectType}&currency={currency},unknown_or_write,not_probed,"classId,currency,m",,https://vip4-kj.kdzwy.com/js/dist/initialBalance.js?ver=202609151511,1,20749
UNKNOWN,/gl/balanceItemReport?m=query,unknown_or_write,not_probed,m,,https://vip4-kj.kdzwy.com/js/dist/accountingBalance.js?ver=202609151511,1,12821
UNKNOWN,/gl/balanceReport?m=queryAccount,unknown_or_write,not_probed,m,,https://vip4-kj.kdzwy.com/js/dist/subjectBalance.js?ver=202609151511,1,12526
UNKNOWN,/gl/cashier/EBXBillAction?m=list,unknown_or_write,not_probed,m,,https://vip4-kj.kdzwy.com/js/dist/reimbursements.js,1,7142
UNKNOWN,/gl/cashier/EBXBindingAction?m=getEBXServiceList,unknown_or_write,not_probed,m,,https://vip4-kj.kdzwy.com/js/dist/BXSetting.js,1,12839
